file_name,motif_type,target,group,model,F1_Scores,F1
rna_motif-R1248TS481_5.stdout,Platform,R1248,Vfold - 481,5,[0],0.0
rna_motif-R1250TS028_1.stdout,Platform,R1250,NKRNA-s - S 028,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS028_2.stdout,Platform,R1250,NKRNA-s - S 028,2,[0.4],0.4
rna_motif-R1250TS028_3.stdout,Platform,R1250,NKRNA-s - S 028,3,[0.4],0.4
rna_motif-R1250TS028_4.stdout,Platform,R1250,NKRNA-s - S 028,4,[0.4],0.4
rna_motif-R1250TS028_5.stdout,Platform,R1250,NKRNA-s - S 028,5,[0.4],0.4
rna_motif-R1250TS033_1.stdout,Platform,R1250,Diff - 033,1,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS033_2.stdout,Platform,R1250,Diff - 033,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS033_3.stdout,Platform,R1250,Diff - 033,3,[0.4],0.4
rna_motif-R1250TS033_4.stdout,Platform,R1250,Diff - 033,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS033_5.stdout,Platform,R1250,Diff - 033,5,[0.4],0.4
rna_motif-R1250TS052_3.stdout,Platform,R1250,Yang-Server - S 052,3,[0.4],0.4
rna_motif-R1250TS052_4.stdout,Platform,R1250,Yang-Server - S 052,4,[0.4],0.4
rna_motif-R1250TS094_2.stdout,Platform,R1250,SimRNA-server - S 094,2,[0],0.0
rna_motif-R1250TS094_3.stdout,Platform,R1250,SimRNA-server - S 094,3,[0],0.0
rna_motif-R1250TS094_4.stdout,Platform,R1250,SimRNA-server - S 094,4,[0],0.0
rna_motif-R1250TS110_1.stdout,Platform,R1250,MIEnsembles-Server - S 110,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS110_2.stdout,Platform,R1250,MIEnsembles-Server - S 110,2,[0.4],0.4
rna_motif-R1250TS110_3.stdout,Platform,R1250,MIEnsembles-Server - S 110,3,[0.4],0.4
rna_motif-R1250TS110_4.stdout,Platform,R1250,MIEnsembles-Server - S 110,4,[0.4],0.4
rna_motif-R1250TS110_5.stdout,Platform,R1250,MIEnsembles-Server - S 110,5,[0.4],0.4
rna_motif-R1250TS156_2.stdout,Platform,R1250,SoutheRNA - 156,2,[0],0.0
rna_motif-R1250TS156_3.stdout,Platform,R1250,SoutheRNA - 156,3,[0],0.0
rna_motif-R1250TS156_4.stdout,Platform,R1250,SoutheRNA - 156,4,[0],0.0
rna_motif-R1250TS159_1.stdout,Platform,R1250,406 - 159,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS159_2.stdout,Platform,R1250,406 - 159,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS159_3.stdout,Platform,R1250,406 - 159,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS159_4.stdout,Platform,R1250,406 - 159,4,[0.4],0.4
rna_motif-R1250TS159_5.stdout,Platform,R1250,406 - 159,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS167_1.stdout,Platform,R1250,OpenComplex - 167,1,[0.4],0.4
rna_motif-R1250TS167_2.stdout,Platform,R1250,OpenComplex - 167,2,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS167_3.stdout,Platform,R1250,OpenComplex - 167,3,[0.4],0.4
rna_motif-R1250TS167_4.stdout,Platform,R1250,OpenComplex - 167,4,[0.4],0.4
rna_motif-R1250TS167_5.stdout,Platform,R1250,OpenComplex - 167,5,[0.4],0.4
rna_motif-R1250TS183_1.stdout,Platform,R1250,GuangzhouRNA-human - 183,1,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS183_2.stdout,Platform,R1250,GuangzhouRNA-human - 183,2,[0.4],0.4
rna_motif-R1250TS183_3.stdout,Platform,R1250,GuangzhouRNA-human - 183,3,[0.4],0.4
rna_motif-R1250TS183_4.stdout,Platform,R1250,GuangzhouRNA-human - 183,4,[0.4],0.4
rna_motif-R1250TS183_5.stdout,Platform,R1250,GuangzhouRNA-human - 183,5,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS189_1.stdout,Platform,R1250,LCBio - 189,1,[0.75],0.75
rna_motif-R1250TS189_2.stdout,Platform,R1250,LCBio - 189,2,[0.4],0.4
rna_motif-R1250TS189_3.stdout,Platform,R1250,LCBio - 189,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS189_4.stdout,Platform,R1250,LCBio - 189,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS189_5.stdout,Platform,R1250,LCBio - 189,5,[0.5],0.5
rna_motif-R1250TS208_2.stdout,Platform,R1250,falcon2 - S 208,2,[0.4],0.4
rna_motif-R1250TS208_3.stdout,Platform,R1250,falcon2 - S 208,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS208_4.stdout,Platform,R1250,falcon2 - S 208,4,[0.4],0.4
rna_motif-R1250TS208_5.stdout,Platform,R1250,falcon2 - S 208,5,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS231_1.stdout,Platform,R1250,B-LAB - 231,1,[0.4],0.4
rna_motif-R1250TS235_2.stdout,Platform,R1250,isyslab-hust - 235,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS235_3.stdout,Platform,R1250,isyslab-hust - 235,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS235_5.stdout,Platform,R1250,isyslab-hust - 235,5,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS238_1.stdout,Platform,R1250,BRIQX - 238,1,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS238_2.stdout,Platform,R1250,BRIQX - 238,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS238_3.stdout,Platform,R1250,BRIQX - 238,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS238_4.stdout,Platform,R1250,BRIQX - 238,4,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS238_5.stdout,Platform,R1250,BRIQX - 238,5,[0.4],0.4
rna_motif-R1250TS241_1.stdout,Platform,R1250,elofsson - 241,1,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS241_2.stdout,Platform,R1250,elofsson - 241,2,[0.4],0.4
rna_motif-R1250TS241_3.stdout,Platform,R1250,elofsson - 241,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS241_4.stdout,Platform,R1250,elofsson - 241,4,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS241_5.stdout,Platform,R1250,elofsson - 241,5,[0.28571428571428575],0.28571428571428575
rna_motif-R1250TS262_1.stdout,Platform,R1250,CoDock - 262,1,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS262_2.stdout,Platform,R1250,CoDock - 262,2,[0.4],0.4
rna_motif-R1250TS262_3.stdout,Platform,R1250,CoDock - 262,3,[0.4],0.4
rna_motif-R1250TS262_4.stdout,Platform,R1250,CoDock - 262,4,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS262_5.stdout,Platform,R1250,CoDock - 262,5,[0.4],0.4
rna_motif-R1250TS286_1.stdout,Platform,R1250,CSSB_experimental - 286,1,[0.4],0.4
rna_motif-R1250TS286_2.stdout,Platform,R1250,CSSB_experimental - 286,2,[0],0.0
rna_motif-R1250TS286_3.stdout,Platform,R1250,CSSB_experimental - 286,3,[0.4],0.4
rna_motif-R1250TS286_4.stdout,Platform,R1250,CSSB_experimental - 286,4,[0.4],0.4
rna_motif-R1250TS286_5.stdout,Platform,R1250,CSSB_experimental - 286,5,[0.4],0.4
rna_motif-R1250TS294_1.stdout,Platform,R1250,KiharaLab - 294,1,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS294_2.stdout,Platform,R1250,KiharaLab - 294,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS294_3.stdout,Platform,R1250,KiharaLab - 294,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS294_4.stdout,Platform,R1250,KiharaLab - 294,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS294_5.stdout,Platform,R1250,KiharaLab - 294,5,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS304_1.stdout,Platform,R1250,AF3-server - S 304,1,[0.4],0.4
rna_motif-R1250TS304_2.stdout,Platform,R1250,AF3-server - S 304,2,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS304_3.stdout,Platform,R1250,AF3-server - S 304,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS304_4.stdout,Platform,R1250,AF3-server - S 304,4,[0.4],0.4
rna_motif-R1250TS304_5.stdout,Platform,R1250,AF3-server - S 304,5,[0.4],0.4
rna_motif-R1250TS306_1.stdout,Platform,R1250,GeneSilicoRNA-server - S 306,1,[0.4],0.4
rna_motif-R1250TS306_3.stdout,Platform,R1250,GeneSilicoRNA-server - S 306,3,[0.4],0.4
rna_motif-R1250TS317_1.stdout,Platform,R1250,GuangzhouRNA_AI - 317,1,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS317_2.stdout,Platform,R1250,GuangzhouRNA_AI - 317,2,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS317_3.stdout,Platform,R1250,GuangzhouRNA_AI - 317,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS317_4.stdout,Platform,R1250,GuangzhouRNA_AI - 317,4,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS317_5.stdout,Platform,R1250,GuangzhouRNA_AI - 317,5,[0.4],0.4
rna_motif-R1250TS325_1.stdout,Platform,R1250,405 - 325,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS325_2.stdout,Platform,R1250,405 - 325,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS325_3.stdout,Platform,R1250,405 - 325,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS325_4.stdout,Platform,R1250,405 - 325,4,[0.4],0.4
rna_motif-R1250TS325_5.stdout,Platform,R1250,405 - 325,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS338_1.stdout,Platform,R1250,GeneSilico - 338,1,[0],0.0
rna_motif-R1250TS338_2.stdout,Platform,R1250,GeneSilico - 338,2,[0],0.0
rna_motif-R1250TS338_3.stdout,Platform,R1250,GeneSilico - 338,3,[0],0.0
rna_motif-R1250TS338_4.stdout,Platform,R1250,GeneSilico - 338,4,[0],0.0
rna_motif-R1250TS369_1.stdout,Platform,R1250,Bhattacharya - 369,1,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS369_2.stdout,Platform,R1250,Bhattacharya - 369,2,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS369_3.stdout,Platform,R1250,Bhattacharya - 369,3,[0.4],0.4
rna_motif-R1250TS369_4.stdout,Platform,R1250,Bhattacharya - 369,4,[0.4],0.4
rna_motif-R1250TS369_5.stdout,Platform,R1250,Bhattacharya - 369,5,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS417_1.stdout,Platform,R1250,GuangzhouRNA-meta - 417,1,[0.4],0.4
rna_motif-R1250TS417_2.stdout,Platform,R1250,GuangzhouRNA-meta - 417,2,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS417_3.stdout,Platform,R1250,GuangzhouRNA-meta - 417,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS417_4.stdout,Platform,R1250,GuangzhouRNA-meta - 417,4,[0.4],0.4
rna_motif-R1250TS417_5.stdout,Platform,R1250,GuangzhouRNA-meta - 417,5,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS435_1.stdout,Platform,R1250,RNAFOLDX - 435,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS435_2.stdout,Platform,R1250,RNAFOLDX - 435,2,[0.5714285714285715],0.5714285714285715
rna_motif-R1250TS435_3.stdout,Platform,R1250,RNAFOLDX - 435,3,[0.4],0.4
rna_motif-R1250TS435_4.stdout,Platform,R1250,RNAFOLDX - 435,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS435_5.stdout,Platform,R1250,RNAFOLDX - 435,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS450_1.stdout,Platform,R1250,OpenComplex_Server - S 450,1,[0.4],0.4
rna_motif-R1250TS450_2.stdout,Platform,R1250,OpenComplex_Server - S 450,2,[0.3333333333333333],0.3333333333333333
rna_motif-R1250TS450_3.stdout,Platform,R1250,OpenComplex_Server - S 450,3,[0.4],0.4
rna_motif-R1250TS450_4.stdout,Platform,R1250,OpenComplex_Server - S 450,4,[0.4],0.4
rna_motif-R1250TS450_5.stdout,Platform,R1250,OpenComplex_Server - S 450,5,[0.4],0.4
rna_motif-R1250TS462_1.stdout,Platform,R1250,Zheng - 462,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS462_2.stdout,Platform,R1250,Zheng - 462,2,[0.4],0.4
rna_motif-R1250TS462_3.stdout,Platform,R1250,Zheng - 462,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS462_4.stdout,Platform,R1250,Zheng - 462,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1250TS462_5.stdout,Platform,R1250,Zheng - 462,5,[0.4],0.4
rna_motif-R1250TS481_2.stdout,Platform,R1250,Vfold - 481,2,[0],0.0
rna_motif-R1250TS481_5.stdout,Platform,R1250,Vfold - 481,5,[0.4],0.4
rna_motif-R1251TS028_1.stdout,Platform,R1251,NKRNA-s - S 028,1,[],
rna_motif-R1251TS028_2.stdout,Platform,R1251,NKRNA-s - S 028,2,[],
rna_motif-R1251TS028_3.stdout,Platform,R1251,NKRNA-s - S 028,3,[],
rna_motif-R1251TS028_4.stdout,Platform,R1251,NKRNA-s - S 028,4,[],
rna_motif-R1251TS028_5.stdout,Platform,R1251,NKRNA-s - S 028,5,[],
rna_motif-R1251TS033_1.stdout,Platform,R1251,Diff - 033,1,[],
rna_motif-R1251TS033_2.stdout,Platform,R1251,Diff - 033,2,[],
rna_motif-R1251TS033_3.stdout,Platform,R1251,Diff - 033,3,[],
rna_motif-R1251TS033_4.stdout,Platform,R1251,Diff - 033,4,[],
rna_motif-R1251TS033_5.stdout,Platform,R1251,Diff - 033,5,[],
rna_motif-R1251TS052_4.stdout,Platform,R1251,Yang-Server - S 052,4,[],
rna_motif-R1251TS052_5.stdout,Platform,R1251,Yang-Server - S 052,5,[],
rna_motif-R1251TS094_1.stdout,Platform,R1251,SimRNA-server - S 094,1,[],
rna_motif-R1251TS094_2.stdout,Platform,R1251,SimRNA-server - S 094,2,[],
rna_motif-R1251TS094_3.stdout,Platform,R1251,SimRNA-server - S 094,3,[],
rna_motif-R1251TS094_5.stdout,Platform,R1251,SimRNA-server - S 094,5,[],
rna_motif-R1251TS110_1.stdout,Platform,R1251,MIEnsembles-Server - S 110,1,[],
rna_motif-R1251TS110_2.stdout,Platform,R1251,MIEnsembles-Server - S 110,2,[],
rna_motif-R1251TS110_3.stdout,Platform,R1251,MIEnsembles-Server - S 110,3,[],
rna_motif-R1251TS110_4.stdout,Platform,R1251,MIEnsembles-Server - S 110,4,[],
rna_motif-R1251TS110_5.stdout,Platform,R1251,MIEnsembles-Server - S 110,5,[],
rna_motif-R1251TS156_1.stdout,Platform,R1251,SoutheRNA - 156,1,[],
rna_motif-R1251TS156_2.stdout,Platform,R1251,SoutheRNA - 156,2,[],
rna_motif-R1251TS156_3.stdout,Platform,R1251,SoutheRNA - 156,3,[],
rna_motif-R1251TS156_5.stdout,Platform,R1251,SoutheRNA - 156,5,[],
rna_motif-R1251TS159_1.stdout,Platform,R1251,406 - 159,1,[],
rna_motif-R1251TS159_3.stdout,Platform,R1251,406 - 159,3,[],
rna_motif-R1251TS159_4.stdout,Platform,R1251,406 - 159,4,[],
rna_motif-R1251TS159_5.stdout,Platform,R1251,406 - 159,5,[],
rna_motif-R1251TS167_1.stdout,Platform,R1251,OpenComplex - 167,1,[],
rna_motif-R1251TS167_2.stdout,Platform,R1251,OpenComplex - 167,2,[],
rna_motif-R1251TS167_3.stdout,Platform,R1251,OpenComplex - 167,3,[],
rna_motif-R1251TS167_4.stdout,Platform,R1251,OpenComplex - 167,4,[],
rna_motif-R1251TS167_5.stdout,Platform,R1251,OpenComplex - 167,5,[],
rna_motif-R1251TS183_1.stdout,Platform,R1251,GuangzhouRNA-human - 183,1,[],
rna_motif-R1251TS183_2.stdout,Platform,R1251,GuangzhouRNA-human - 183,2,[],
rna_motif-R1251TS183_3.stdout,Platform,R1251,GuangzhouRNA-human - 183,3,[],
rna_motif-R1251TS183_4.stdout,Platform,R1251,GuangzhouRNA-human - 183,4,[],
rna_motif-R1251TS183_5.stdout,Platform,R1251,GuangzhouRNA-human - 183,5,[],
rna_motif-R1251TS231_1.stdout,Platform,R1251,B-LAB - 231,1,[],
rna_motif-R1251TS235_3.stdout,Platform,R1251,isyslab-hust - 235,3,[],
rna_motif-R1251TS235_4.stdout,Platform,R1251,isyslab-hust - 235,4,[],
rna_motif-R1251TS238_1.stdout,Platform,R1251,BRIQX - 238,1,[],
rna_motif-R1251TS238_2.stdout,Platform,R1251,BRIQX - 238,2,[],
rna_motif-R1251TS238_3.stdout,Platform,R1251,BRIQX - 238,3,[],
rna_motif-R1251TS238_4.stdout,Platform,R1251,BRIQX - 238,4,[],
rna_motif-R1251TS238_5.stdout,Platform,R1251,BRIQX - 238,5,[],
rna_motif-R1251TS241_1.stdout,Platform,R1251,elofsson - 241,1,[],
rna_motif-R1251TS241_2.stdout,Platform,R1251,elofsson - 241,2,[],
rna_motif-R1251TS241_3.stdout,Platform,R1251,elofsson - 241,3,[],
rna_motif-R1251TS241_4.stdout,Platform,R1251,elofsson - 241,4,[],
rna_motif-R1251TS241_5.stdout,Platform,R1251,elofsson - 241,5,[],
rna_motif-R1251TS262_1.stdout,Platform,R1251,CoDock - 262,1,[],
rna_motif-R1251TS262_2.stdout,Platform,R1251,CoDock - 262,2,[],
rna_motif-R1251TS262_3.stdout,Platform,R1251,CoDock - 262,3,[],
rna_motif-R1251TS262_4.stdout,Platform,R1251,CoDock - 262,4,[],
rna_motif-R1251TS262_5.stdout,Platform,R1251,CoDock - 262,5,[],
rna_motif-R1251TS286_1.stdout,Platform,R1251,CSSB_experimental - 286,1,[],
rna_motif-R1251TS286_2.stdout,Platform,R1251,CSSB_experimental - 286,2,[],
rna_motif-R1251TS286_3.stdout,Platform,R1251,CSSB_experimental - 286,3,[],
rna_motif-R1251TS286_4.stdout,Platform,R1251,CSSB_experimental - 286,4,[],
rna_motif-R1251TS286_5.stdout,Platform,R1251,CSSB_experimental - 286,5,[],
rna_motif-R1251TS294_1.stdout,Platform,R1251,KiharaLab - 294,1,[],
rna_motif-R1251TS294_2.stdout,Platform,R1251,KiharaLab - 294,2,[],
rna_motif-R1251TS294_3.stdout,Platform,R1251,KiharaLab - 294,3,[],
rna_motif-R1251TS294_4.stdout,Platform,R1251,KiharaLab - 294,4,[],
rna_motif-R1251TS294_5.stdout,Platform,R1251,KiharaLab - 294,5,[],
rna_motif-R1251TS304_1.stdout,Platform,R1251,AF3-server - S 304,1,[],
rna_motif-R1251TS304_2.stdout,Platform,R1251,AF3-server - S 304,2,[],
rna_motif-R1251TS304_3.stdout,Platform,R1251,AF3-server - S 304,3,[],
rna_motif-R1251TS304_4.stdout,Platform,R1251,AF3-server - S 304,4,[],
rna_motif-R1251TS304_5.stdout,Platform,R1251,AF3-server - S 304,5,[],
rna_motif-R1251TS306_1.stdout,Platform,R1251,GeneSilicoRNA-server - S 306,1,[],
rna_motif-R1251TS306_4.stdout,Platform,R1251,GeneSilicoRNA-server - S 306,4,[],
rna_motif-R1251TS306_5.stdout,Platform,R1251,GeneSilicoRNA-server - S 306,5,[],
rna_motif-R1251TS317_1.stdout,Platform,R1251,GuangzhouRNA_AI - 317,1,[],
rna_motif-R1251TS317_2.stdout,Platform,R1251,GuangzhouRNA_AI - 317,2,[],
rna_motif-R1251TS317_3.stdout,Platform,R1251,GuangzhouRNA_AI - 317,3,[],
rna_motif-R1251TS317_4.stdout,Platform,R1251,GuangzhouRNA_AI - 317,4,[],
rna_motif-R1251TS317_5.stdout,Platform,R1251,GuangzhouRNA_AI - 317,5,[],
rna_motif-R1251TS325_1.stdout,Platform,R1251,405 - 325,1,[],
rna_motif-R1251TS325_3.stdout,Platform,R1251,405 - 325,3,[],
rna_motif-R1251TS325_4.stdout,Platform,R1251,405 - 325,4,[],
rna_motif-R1251TS325_5.stdout,Platform,R1251,405 - 325,5,[],
rna_motif-R1251TS338_3.stdout,Platform,R1251,GeneSilico - 338,3,[],
rna_motif-R1251TS338_5.stdout,Platform,R1251,GeneSilico - 338,5,[],
rna_motif-R1251TS417_1.stdout,Platform,R1251,GuangzhouRNA-meta - 417,1,[],
rna_motif-R1251TS417_2.stdout,Platform,R1251,GuangzhouRNA-meta - 417,2,[],
rna_motif-R1251TS417_3.stdout,Platform,R1251,GuangzhouRNA-meta - 417,3,[],
rna_motif-R1251TS417_4.stdout,Platform,R1251,GuangzhouRNA-meta - 417,4,[],
rna_motif-R1251TS417_5.stdout,Platform,R1251,GuangzhouRNA-meta - 417,5,[],
rna_motif-R1251TS435_1.stdout,Platform,R1251,RNAFOLDX - 435,1,[],
rna_motif-R1251TS435_2.stdout,Platform,R1251,RNAFOLDX - 435,2,[],
rna_motif-R1251TS435_3.stdout,Platform,R1251,RNAFOLDX - 435,3,[],
rna_motif-R1251TS435_4.stdout,Platform,R1251,RNAFOLDX - 435,4,[],
rna_motif-R1251TS435_5.stdout,Platform,R1251,RNAFOLDX - 435,5,[],
rna_motif-R1251TS450_1.stdout,Platform,R1251,OpenComplex_Server - S 450,1,[],
rna_motif-R1251TS450_2.stdout,Platform,R1251,OpenComplex_Server - S 450,2,[],
rna_motif-R1251TS450_3.stdout,Platform,R1251,OpenComplex_Server - S 450,3,[],
rna_motif-R1251TS450_4.stdout,Platform,R1251,OpenComplex_Server - S 450,4,[],
rna_motif-R1251TS450_5.stdout,Platform,R1251,OpenComplex_Server - S 450,5,[],
rna_motif-R1251TS462_1.stdout,Platform,R1251,Zheng - 462,1,[],
rna_motif-R1251TS462_2.stdout,Platform,R1251,Zheng - 462,2,[],
rna_motif-R1251TS462_3.stdout,Platform,R1251,Zheng - 462,3,[],
rna_motif-R1251TS462_4.stdout,Platform,R1251,Zheng - 462,4,[],
rna_motif-R1251TS462_5.stdout,Platform,R1251,Zheng - 462,5,[],
rna_motif-R1251TS481_1.stdout,Platform,R1251,Vfold - 481,1,[],
rna_motif-R1251TS481_2.stdout,Platform,R1251,Vfold - 481,2,[],
rna_motif-R1251TS481_3.stdout,Platform,R1251,Vfold - 481,3,[],
rna_motif-R1251TS481_4.stdout,Platform,R1251,Vfold - 481,4,[],
rna_motif-R1251TS481_5.stdout,Platform,R1251,Vfold - 481,5,[],
rna_motif-R1252TS028_1.stdout,Platform,R1252,NKRNA-s - S 028,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS028_3.stdout,Platform,R1252,NKRNA-s - S 028,3,[0],0.0
rna_motif-R1252TS028_5.stdout,Platform,R1252,NKRNA-s - S 028,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS033_1.stdout,Platform,R1252,Diff - 033,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS033_2.stdout,Platform,R1252,Diff - 033,2,[0],0.0
rna_motif-R1252TS033_3.stdout,Platform,R1252,Diff - 033,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS033_4.stdout,Platform,R1252,Diff - 033,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS052_1.stdout,Platform,R1252,Yang-Server - S 052,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS052_2.stdout,Platform,R1252,Yang-Server - S 052,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS052_3.stdout,Platform,R1252,Yang-Server - S 052,3,[0],0.0
rna_motif-R1252TS052_4.stdout,Platform,R1252,Yang-Server - S 052,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS052_5.stdout,Platform,R1252,Yang-Server - S 052,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS110_3.stdout,Platform,R1252,MIEnsembles-Server - S 110,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS110_4.stdout,Platform,R1252,MIEnsembles-Server - S 110,4,[0],0.0
rna_motif-R1252TS156_3.stdout,Platform,R1252,SoutheRNA - 156,3,[0],0.0
rna_motif-R1252TS159_1.stdout,Platform,R1252,406 - 159,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS159_2.stdout,Platform,R1252,406 - 159,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS167_2.stdout,Platform,R1252,OpenComplex - 167,2,[0],0.0
rna_motif-R1252TS167_4.stdout,Platform,R1252,OpenComplex - 167,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS167_5.stdout,Platform,R1252,OpenComplex - 167,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS183_1.stdout,Platform,R1252,GuangzhouRNA-human - 183,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS183_2.stdout,Platform,R1252,GuangzhouRNA-human - 183,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS183_5.stdout,Platform,R1252,GuangzhouRNA-human - 183,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS189_1.stdout,Platform,R1252,LCBio - 189,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS189_2.stdout,Platform,R1252,LCBio - 189,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS189_3.stdout,Platform,R1252,LCBio - 189,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS189_4.stdout,Platform,R1252,LCBio - 189,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS189_5.stdout,Platform,R1252,LCBio - 189,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS208_2.stdout,Platform,R1252,falcon2 - S 208,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS208_3.stdout,Platform,R1252,falcon2 - S 208,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS231_1.stdout,Platform,R1252,B-LAB - 231,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS235_1.stdout,Platform,R1252,isyslab-hust - 235,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS235_2.stdout,Platform,R1252,isyslab-hust - 235,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS235_3.stdout,Platform,R1252,isyslab-hust - 235,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS235_5.stdout,Platform,R1252,isyslab-hust - 235,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS241_1.stdout,Platform,R1252,elofsson - 241,1,[0.5],0.5
rna_motif-R1252TS241_2.stdout,Platform,R1252,elofsson - 241,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1252TS241_3.stdout,Platform,R1252,elofsson - 241,3,[0.5],0.5
rna_motif-R1252TS241_4.stdout,Platform,R1252,elofsson - 241,4,[0.6666666666666666],0.6666666666666666
